,0,1,2,3,4
51,5548.725,-5821.5312,5678.315,5950.5107,-5412.962
52,6044.863,-6335.9375,6182.5996,6474.9966,-5897.7246
53,5881.699,-6166.7007,6014.6836,6300.7944,-5736.9053
54,5708.636,-5969.733,5830.9966,6101.3516,-5560.956
55,5168.0444,-5423.3506,5290.105,5542.34,-5040.506
56,5369.5566,-5625.1655,5490.077,5748.223,-5233.1875
57,5552.835,-5821.127,5679.862,5949.231,-5415.343
58,4888.076,-5112.3486,4992.583,5223.9116,-4762.425
59,5606.2812,-5877.8857,5734.535,6006.5806,-5470.5723
60,5617.9087,-5887.4736,5742.8867,6015.894,-5479.2974
61,5124.9326,-5371.6367,5240.302,5489.284,-4996.1494
62,5418.4316,-5676.6016,5540.2725,5801.7515,-5285.9727
63,5418.397,-5687.2544,5544.043,5812.09,-5288.526
64,5921.9785,-6207.4033,6055.115,6342.3037,-5773.9136
65,5250.73,-5497.787,5364.6626,5616.4854,-5119.915
66,5503.92,-5777.758,5632.757,5904.051,-5373.925
67,5308.813,-5564.457,5429.368,5686.32,-5177.1113
68,5827.043,-6112.5576,5961.541,6246.8594,-5687.9697
69,6088.1533,-6385.359,6227.256,6525.7314,-5940.681
70,5369.0674,-5619.8833,5488.0215,5743.966,-5233.386
71,5288.7153,-5546.4683,5409.5996,5668.2144,-5160.334
72,5174.463,-5426.491,5292.298,5545.465,-5047.3555
73,5705.7085,-5974.1655,5830.0015,6104.789,-5560.9424
74,5387.411,-5657.1064,5514.288,5781.0728,-5258.9385
75,5649.152,-5914.9863,5773.0615,6044.498,-5507.8125
76,5517.977,-5784.0376,5640.77,5910.5767,-5383.374
77,5518.555,-5789.7227,5644.121,5916.6797,-5386.579
78,6123.376,-6417.217,6262.1426,6558.1387,-5973.526
79,5300.94,-5569.497,5427.309,5691.627,-5177.0625
80,5498.9844,-5762.723,5622.587,5889.0566,-5364.168
81,5085.0225,-5330.7856,5200.9,5448.871,-4960.3545
82,6168.395,-6456.7905,6301.4375,6599.086,-6014.246
83,5327.486,-5563.6846,5436.3896,5684.964,-5187.1284
84,5090.6943,-5334.923,5204.991,5451.6123,-4964.331
85,5388.1104,-5649.9443,5511.7227,5772.9883,-5255.7817
86,5254.2334,-5500.951,5369.0083,5621.504,-5123.307
87,5573.416,-5844.287,5700.1504,5972.0615,-5433.1025
88,5882.621,-6164.457,6014.915,6299.49,-5738.0195
89,5455.8604,-5706.995,5571.037,5831.4087,-5318.746
90,5633.456,-5905.8555,5763.05,6035.2905,-5496.222
91,5635.393,-5898.9185,5758.2197,6028.791,-5493.4287
92,5811.1533,-6089.147,5940.385,6221.9614,-5666.852
93,5566.759,-5841.049,5695.241,5969.6006,-5432.954
94,5657.558,-5921.025,5778.879,6051.503,-5517.304
95,5369.886,-5626.3633,5490.875,5751.089,-5237.796
96,5786.717,-6067.881,5919.1816,6201.32,-5645.6836
97,5849.4893,-6131.786,5983.1167,6265.6514,-5702.231
98,5545.0205,-5804.1333,5666.0605,5931.9536,-5404.1367
99,5036.8306,-5268.9062,5145.0967,5384.661,-4907.9766
100,5488.293,-5750.633,5609.9688,5877.235,-5351.471
101,5260.488,-5505.111,5375.3936,5626.2935,-5125.3896
102,6049.9004,-6342.1074,6187.3276,6481.0884,-5899.7285
103,5577.9478,-5850.469,5706.992,5979.051,-5440.42
104,5614.579,-5885.1772,5741.5757,6013.7744,-5476.4854
105,5959.2344,-6238.019,6088.8184,6372.754,-5806.3267
106,5224.8506,-5472.0747,5341.6074,5592.323,-5092.379
107,5774.833,-6059.507,5907.123,6191.6045,-5634.2847
108,5292.7393,-5547.632,5412.569,5668.795,-5159.4277
109,5196.054,-5449.422,5313.47,5568.6074,-5069.543
110,5685.338,-5963.0386,5815.257,6092.0166,-5546.562
111,5518.673,-5792.291,5646.962,5919.93,-5384.0806
112,5463.2188,-5723.4766,5586.283,5848.5503,-5326.539
113,4939.179,-5179.5815,5052.3193,5292.7803,-4816.7686
114,5377.826,-5647.328,5504.584,5770.29,-5250.6914
115,5798.34,-6083.5884,5930.5703,6215.382,-5658.627
116,5846.3843,-6127.718,5979.147,6263.334,-5703.714
117,5300.409,-5545.954,5412.3477,5667.7197,-5165.7725
118,5718.7695,-5991.0957,5846.1006,6122.672,-5577.1333
119,5366.309,-5623.448,5485.952,5746.616,-5233.179
120,5412.856,-5678.217,5538.1104,5801.669,-5283.3853
121,5835.05,-6110.3193,5964.0596,6244.8013,-5690.6875
122,5261.4453,-5515.6113,5380.343,5636.088,-5131.51
123,5888.8613,-6192.427,6031.6646,6327.865,-5754.212
124,5308.412,-5559.6367,5425.2295,5682.063,-5176.0093
125,5708.131,-5981.6714,5835.044,6112.361,-5567.386
126,5467.1665,-5728.3945,5588.8145,5854.4795,-5330.292
127,5512.2246,-5786.536,5640.187,5912.166,-5381.577
128,5742.209,-6016.758,5870.2666,6149.415,-5596.982
129,5292.585,-5556.531,5416.496,5677.206,-5165.2373
130,5643.88,-5926.6904,5778.411,6056.015,-5508.865
131,5827.8564,-6108.3594,5959.1797,6242.8643,-5681.768
132,5379.533,-5642.885,5504.457,5767.425,-5249.0713
133,5323.057,-5574.513,5438.288,5697.8853,-5193.549
134,6351.127,-6657.3955,6494.971,6803.0713,-6195.0967
135,5497.85,-5772.421,5627.7314,5899.275,-5364.1597
136,5660.6436,-5940.477,5794.113,6070.12,-5521.915
137,5332.6064,-5591.336,5453.41,5713.4873,-5201.6616
138,5114.2236,-5363.6855,5230.7686,5481.0586,-4989.586
139,5019.907,-5253.1694,5128.3115,5368.373,-4891.1523
140,5712.865,-5986.167,5841.4727,6116.936,-5572.325
141,5740.66,-6030.6494,5878.3457,6163.1084,-5604.788
142,5473.52,-5732.0044,5593.95,5857.556,-5335.5127
143,5562.452,-5832.43,5689.3647,5959.4414,-5424.9775
144,5578.3267,-5852.378,5707.9946,5979.919,-5443.7773
145,5148.6934,-5397.65,5267.115,5517.3384,-5024.3936
146,5416.422,-5672.0156,5535.947,5795.3506,-5282.2646
147,5922.2847,-6210.5303,6058.3994,6345.543,-5775.65
148,5682.6997,-5962.076,5813.5205,6093.1597,-5547.8276
149,5717.9873,-5992.1724,5845.6753,6124.2993,-5580.681
150,5283.5728,-5524.6807,5397.3574,5645.687,-5148.4165
151,5436.4697,-5691.8594,5555.4307,5816.8438,-5301.139
152,5929.175,-6218.327,6062.7114,6354.613,-5784.273
153,5657.6963,-5931.011,5786.799,6061.8096,-5518.009
154,5482.05,-5734.4224,5598.8853,5860.201,-5342.2812
155,5676.6797,-5954.257,5805.4033,6084.3794,-5539.293
156,5973.883,-6249.8057,6101.471,6387.041,-5824.239
157,5787.989,-6082.9404,5927.3945,6216.033,-5650.95
158,5533.497,-5790.1494,5653.039,5918.7246,-5395.3965
159,5412.4976,-5663.3223,5529.283,5788.856,-5278.0464
160,5335.767,-5595.5806,5458.158,5716.4355,-5203.5215
161,5506.9536,-5771.1772,5631.484,5897.583,-5367.7163
162,5632.1426,-5887.018,5748.6816,6017.024,-5488.747
163,5761.5254,-6041.286,5893.3564,6173.5864,-5620.787
164,5408.192,-5669.29,5530.163,5793.912,-5277.166
165,5891.3193,-6182.657,6029.4775,6318.938,-5747.2324
166,5129.213,-5373.841,5242.3613,5492.8613,-5002.308
167,5351.414,-5612.0327,5474.473,5734.947,-5218.6157
168,5549.3125,-5824.9087,5679.3438,5951.2607,-5413.781
169,5535.243,-5817.8086,5666.9463,5945.9014,-5407.107
170,5624.4067,-5885.1294,5743.6514,6013.593,-5482.429
171,5789.5264,-6071.191,5922.526,6202.33,-5646.417
172,5448.685,-5695.89,5564.2803,5820.461,-5305.605
173,5445.1025,-5710.405,5570.7944,5836.585,-5309.4717
174,5123.606,-5357.2974,5231.147,5476.3193,-4992.3525
175,5273.502,-5519.5825,5388.8213,5641.7695,-5142.7856
176,5630.372,-5903.795,5759.331,6034.0474,-5494.5474
177,6102.5474,-6400.858,6243.438,6540.612,-5950.1274
178,5092.3525,-5349.8354,5212.867,5467.003,-4972.996
179,5843.6465,-6132.025,5979.8384,6266.034,-5702.8525
180,5857.8745,-6136.6475,5989.458,6271.44,-5714.967
181,5452.963,-5720.034,5579.8,5844.4287,-5320.292
182,5076.4404,-5324.207,5194.2383,5441.2144,-4951.1377
183,5505.5723,-5769.2925,5628.9736,5894.8765,-5367.9316
184,5453.2617,-5719.7837,5577.1396,5846.321,-5326.568
185,5480.3477,-5733.0693,5597.2017,5857.658,-5342.125
186,5114.304,-5366.162,5230.9785,5483.5474,-4992.9004
187,5100.543,-5348.9883,5216.864,5466.131,-4976.471
188,5615.2983,-5884.167,5741.626,6013.617,-5478.7744
189,5430.3193,-5685.759,5549.884,5811.172,-5294.3584
190,5769.0137,-6039.275,5894.753,6171.7573,-5622.7666
191,5788.3936,-6063.9663,5916.1655,6196.582,-5645.1333
192,6090.224,-6385.192,6227.6562,6524.723,-5942.3193
193,6149.565,-6445.709,6289.653,6587.9473,-5996.3057
194,5616.202,-5884.545,5740.887,6013.364,-5478.661
195,5767.491,-6036.4414,5893.3555,6168.8643,-5621.168
196,5565.14,-5836.639,5694.782,5965.8477,-5428.7925
197,5678.009,-5956.122,5808.0864,6087.6504,-5541.869
198,5677.1147,-5930.085,5795.296,6060.975,-5530.932
199,5517.4297,-5780.328,5641.447,5908.7515,-5381.667
200,5677.6084,-5955.5156,5807.1133,6085.241,-5541.113
201,5399.9336,-5666.3354,5524.975,5790.1455,-5267.4683
202,5967.6143,-6257.836,6104.3555,6394.253,-5821.1157
203,5670.167,-5937.8184,5796.081,6066.628,-5527.238
204,5606.184,-5873.9277,5733.8516,6002.9067,-5467.4688
205,5266.507,-5518.744,5383.0986,5639.2163,-5138.385
206,4932.932,-5175.338,5046.7627,5288.1904,-4812.8213
207,5848.3213,-6135.5576,5982.995,6269.8867,-5708.998
208,5370.8125,-5628.6973,5492.2905,5753.424,-5236.5977
209,5775.634,-6056.4907,5907.27,6188.6055,-5635.088
210,5361.5166,-5613.008,5479.9185,5736.4434,-5229.871
211,5404.506,-5669.7266,5528.709,5792.4233,-5273.868
212,5366.871,-5626.4355,5489.42,5750.4775,-5235.0566
213,5512.7656,-5763.6523,5628.391,5890.532,-5370.655
214,5743.0386,-6015.5176,5872.961,6148.0713,-5600.589
215,5769.9634,-6045.529,5898.29,6177.355,-5625.288
216,4775.415,-4999.4517,4879.6377,5109.7,-4656.444
217,5814.8623,-6084.3105,5940.2363,6218.2793,-5667.0957
218,5469.183,-5729.4844,5591.0605,5856.158,-5336.123
219,5697.8535,-5965.076,5822.5215,6095.585,-5552.888
220,5611.4194,-5882.297,5739.1025,6011.1895,-5473.3496
221,5319.1006,-5568.465,5436.1523,5690.5503,-5181.671
222,5782.5938,-6068.107,5916.8193,6200.912,-5644.617
223,5789.8887,-6070.3887,5921.0806,6203.9443,-5649.7437
224,5711.633,-5996.2754,5846.304,6126.578,-5571.5605
225,5482.246,-5747.8423,5607.142,5872.8237,-5348.468
226,5209.531,-5465.8027,5330.1855,5585.58,-5083.51
227,5459.553,-5714.0547,5579.458,5837.782,-5320.2715
228,4930.8447,-5183.285,5051.719,5297.9116,-4816.5967
229,5428.4814,-5692.3945,5550.9424,5816.7324,-5295.29
230,5417.4346,-5658.96,5527.993,5782.086,-5279.084
231,5272.832,-5529.0957,5391.426,5650.4287,-5147.338
232,5819.0786,-6093.5947,5945.1333,6227.3896,-5673.301
233,5522.4697,-5788.3154,5646.374,5914.9033,-5387.042
234,5728.3325,-6013.5225,5862.9824,6145.9683,-5592.0083
235,5863.6904,-6145.838,5994.5415,6280.0747,-5718.2783
236,5545.453,-5799.364,5664.1733,5926.998,-5403.559
237,5747.8438,-6030.338,5879.34,6162.718,-5612.085
238,5959.472,-6231.2266,6085.1562,6369.4424,-5808.708
239,5474.5645,-5740.013,5597.6606,5866.118,-5341.497
240,5266.7544,-5525.4243,5387.1865,5645.425,-5139.8066
241,5580.543,-5858.702,5710.916,5986.806,-5448.8594
242,5404.549,-5660.705,5524.8467,5785.7285,-5270.8853
243,5338.33,-5600.2266,5461.053,5722.719,-5209.835
244,5301.488,-5560.5664,5421.299,5681.592,-5172.999
245,5426.2056,-5683.003,5545.421,5808.4487,-5292.6465
246,5688.453,-5974.7026,5823.377,6104.9673,-5553.5596
247,5139.7266,-5397.8315,5261.6016,5515.5244,-5014.6523
248,5345.1475,-5602.46,5465.663,5725.7676,-5214.1484
249,5531.1255,-5806.199,5659.8496,5933.8496,-5399.3564
250,5601.8926,-5882.7305,5733.3945,6011.628,-5469.082
251,5766.4106,-6051.8794,5901.5825,6184.0557,-5626.463
252,5554.3936,-5813.06,5673.4526,5940.703,-5416.914
253,5719.8105,-6000.4946,5850.7285,6131.046,-5581.6934
254,5934.088,-6218.3994,6067.267,6353.964,-5787.682
255,5482.69,-5742.046,5603.8916,5869.1606,-5347.554
256,5382.289,-5635.46,5500.007,5759.091,-5249.4067
257,5451.8057,-5711.912,5572.551,5837.9404,-5317.1055
258,5620.5938,-5881.255,5742.2593,6009.765,-5478.961
259,5490.5957,-5752.061,5612.177,5877.7236,-5353.1396
260,5811.21,-6090.587,5940.661,6223.2217,-5669.298
261,5582.8354,-5851.5723,5708.384,5978.6562,-5442.8994
262,5559.8936,-5832.2466,5688.3027,5960.879,-5426.411
263,5931.4673,-6205.888,6058.864,6342.044,-5779.968
264,5769.2617,-6051.211,5901.1665,6183.874,-5628.2373
265,5220.1494,-5481.8467,5344.4404,5599.8135,-5092.043
266,5437.341,-5704.496,5563.253,5830.471,-5303.2637
267,5837.2407,-6118.3604,5970.0205,6252.2495,-5694.285
268,5448.666,-5716.0127,5575.715,5841.2812,-5317.7075
269,5884.988,-6178.7217,6021.504,6313.9126,-5746.24
270,5587.343,-5857.0283,5714.6387,5986.626,-5449.8
271,5289.4404,-5532.98,5402.451,5655.765,-5154.9385
272,5690.8867,-5974.26,5824.891,6104.6357,-5554.894
273,5353.4414,-5618.555,5478.8853,5741.198,-5223.529
274,6201.3843,-6506.046,6344.3613,6647.851,-6049.412
275,5348.8203,-5601.9053,5467.319,5725.787,-5217.6694
276,5646.0195,-5919.408,5774.1377,6048.64,-5508.654
277,5500.244,-5768.1387,5625.871,5893.3247,-5367.3633
278,5573.051,-5840.5186,5698.578,5969.07,-5434.9277
279,5223.04,-5461.7603,5334.052,5581.1533,-5086.674
280,5449.8135,-5703.994,5569.7285,5829.966,-5313.0684
281,5505.042,-5772.903,5629.8604,5897.393,-5369.2183
282,5402.445,-5664.0215,5524.9062,5788.797,-5269.789
283,6051.9434,-6347.2666,6191.376,6487.6235,-5906.3535
284,5304.4453,-5558.6875,5425.4287,5680.6206,-5172.68
285,5226.04,-5467.434,5337.248,5586.151,-5092.4995
286,5476.5303,-5729.953,5593.018,5855.9585,-5340.788
287,5402.0796,-5663.0596,5523.7173,5788.1294,-5270.097
288,6036.13,-6333.3516,6175.785,6472.203,-5891.1084
289,5280.822,-5530.085,5397.744,5651.699,-5150.7207
290,5380.9575,-5638.961,5501.5356,5762.4824,-5247.868
291,5462.768,-5718.5415,5580.9644,5842.8623,-5325.443
292,5444.01,-5706.221,5564.894,5831.153,-5310.3667
293,5833.409,-6113.76,5964.7744,6248.1665,-5691.7803
294,5513.952,-5774.4624,5634.5205,5900.169,-5377.1123
295,5664.4355,-5936.785,5792.542,6066.096,-5524.877
296,5349.7646,-5602.574,5467.6924,5725.92,-5216.1533
297,5620.8203,-5888.1924,5745.9575,6016.971,-5480.8423
298,5707.1523,-5984.6387,5837.636,6116.578,-5568.29
299,5737.962,-6012.291,5865.967,6143.628,-5596.149
300,5588.677,-5870.507,5722.451,5998.511,-5457.661
301,5342.468,-5588.379,5455.298,5710.898,-5207.9883
302,5692.7476,-5969.267,5821.3784,6099.421,-5553.1025
303,5269.748,-5515.476,5384.11,5637.79,-5138.96
304,4986.782,-5221.382,5095.5234,5336.584,-4863.513
305,5855.0986,-6124.0605,5979.878,6257.371,-5703.8125
306,5979.6523,-6262.3545,6111.965,6400.09,-5832.097
307,5664.3394,-5934.868,5791.0444,6064.7656,-5523.726
308,5481.8354,-5749.828,5608.9033,5876.2363,-5346.534
309,5352.0215,-5606.839,5472.579,5730.457,-5219.6523
310,5496.2964,-5748.918,5614.589,5874.624,-5356.9844
311,5637.825,-5912.1416,5768.015,6042.23,-5500.1426
312,5770.387,-6056.1333,5904.741,6187.9165,-5632.8184
313,5280.8276,-5543.969,5405.092,5665.914,-5153.6763
314,5417.0864,-5675.3877,5538.13,5799.528,-5280.209
315,5497.31,-5769.1484,5623.9766,5895.0938,-5366.8125
316,4947.395,-5196.7954,5065.3105,5310.828,-4829.799
317,5444.6455,-5710.491,5568.8423,5836.4277,-5315.6284
318,5471.743,-5747.089,5603.156,5872.582,-5341.586
319,5426.782,-5693.469,5550.288,5817.7637,-5294.07
320,5651.298,-5944.066,5790.421,6072.827,-5516.633
321,5371.0107,-5628.958,5491.3223,5752.223,-5238.093
322,5754.5605,-6034.0786,5884.7837,6166.151,-5613.9194
323,4919.743,-5152.046,5029.405,5265.5073,-4795.4
324,5271.8853,-5524.824,5390.17,5646.7246,-5142.1865
325,5543.7134,-5812.491,5669.65,5938.217,-5406.351
326,5531.233,-5792.726,5652.571,5919.8228,-5394.1323
327,5685.264,-5962.584,5815.088,6093.08,-5547.038
328,5949.4844,-6236.9604,6083.208,6372.3,-5804.172
329,5734.8384,-6016.332,5867.3994,6148.6084,-5594.451
330,6083.212,-6385.3076,6226.619,6526.327,-5939.3203
331,5447.8174,-5708.1455,5571.043,5833.1313,-5310.914
332,5941.63,-6218.016,6069.8267,6356.3057,-5791.1445
333,5291.257,-5543.0015,5408.6357,5665.776,-5159.924
334,4615.634,-4839.965,4719.7344,4945.1914,-4502.5684
335,5637.6084,-5902.715,5760.5293,6032.893,-5499.0435
336,5687.2646,-5957.019,5813.579,6087.6187,-5545.03
337,5720.241,-5994.0923,5848.979,6126.336,-5580.619
338,5525.797,-5786.087,5646.745,5912.88,-5388.382
339,5584.569,-5852.538,5712.4673,5980.8193,-5444.702
340,5921.6436,-6210.563,6056.5312,6345.684,-5778.687
341,5162.925,-5401.9004,5273.0127,5520.0283,-5032.423
342,5082.4277,-5348.271,5209.0566,5465.543,-4966.2236
343,5472.796,-5736.1816,5594.6924,5861.6006,-5338.831
344,5459.7964,-5720.801,5582.42,5845.336,-5321.691
345,6004.893,-6297.54,6142.839,6435.0947,-5857.6816
346,5578.266,-5847.5054,5705.365,5977.6914,-5440.56
347,5665.382,-5927.9824,5788.8945,6057.319,-5520.5015
348,5687.061,-5964.868,5816.201,6095.8735,-5550.7314
349,5279.986,-5519.0464,5390.2383,5639.8086,-5142.2983
350,5436.314,-5701.5703,5560.148,5826.1797,-5304.8325
351,5565.0347,-5823.524,5685.6953,5952.6553,-5423.468
352,5430.203,-5687.294,5550.3965,5812.0645,-5295.554
353,5501.4883,-5765.3823,5625.448,5891.1504,-5366.5674
354,5169.251,-5407.791,5280.1597,5528.2666,-5038.0293
355,5978.312,-6276.6763,6120.085,6413.7856,-5833.327
356,5411.659,-5692.9653,5544.5664,5818.164,-5287.628
357,5540.161,-5812.1978,5667.921,5941.156,-5407.031
358,5235.9795,-5489.7446,5353.7417,5610.7837,-5108.856
359,5690.461,-5965.225,5818.608,6096.4844,-5552.092
360,5345.7803,-5607.0386,5468.3315,5730.204,-5218.124
361,5692.699,-5963.8125,5819.352,6093.9336,-5551.9937
362,5675.3955,-5955.403,5807.992,6086.7285,-5534.9478
363,5298.9023,-5558.6963,5421.5625,5681.7754,-5172.3022
364,5649.2695,-5921.99,5776.2188,6051.3896,-5509.4688
365,5749.0244,-6022.4326,5874.5205,6154.5166,-5607.9097
366,5645.301,-5912.1396,5772.4507,6042.424,-5504.7817
367,5504.034,-5780.185,5633.859,5907.2383,-5372.348
368,5778.6265,-6063.894,5915.92,6196.926,-5635.8203
369,5275.365,-5529.608,5394.289,5652.047,-5145.3154
370,5441.8203,-5693.968,5559.902,5818.5723,-5305.4478
371,5594.549,-5859.383,5720.175,5988.1655,-5454.121
372,5760.6704,-6034.632,5887.979,6166.74,-5617.766
373,5164.1514,-5401.1904,5275.464,5520.049,-5034.0596
374,5154.2695,-5399.4873,5270.0566,5518.499,-5026.493
375,5673.2183,-5958.804,5807.712,6089.322,-5537.384
376,6082.4326,-6378.7783,6224.0845,6518.72,-5932.094
377,5774.633,-6058.061,5908.6953,6190.755,-5634.1953
378,5868.8677,-6146.491,5998.9106,6282.3047,-5721.977
379,5602.4453,-5883.145,5735.1426,6011.389,-5468.424
380,5213.3643,-5463.8853,5329.5396,5581.909,-5083.4287
381,5905.873,-6186.491,6036.7495,6321.8657,-5758.121
382,5407.656,-5670.2695,5529.943,5794.0615,-5275.335
383,5416.512,-5679.485,5539.3564,5803.781,-5281.4023
384,5451.3057,-5718.0,5576.62,5843.0737,-5318.0557
385,5705.6123,-5975.59,5832.534,6107.239,-5563.485
386,5631.259,-5900.6616,5756.704,6029.676,-5492.836
387,5373.604,-5639.332,5499.1655,5763.135,-5242.3584
388,5613.297,-5897.751,5748.2344,6026.2734,-5482.2847
389,5428.8037,-5683.938,5546.0723,5808.0664,-5294.665
390,5403.757,-5669.5,5527.9097,5793.1836,-5272.196
391,5225.8438,-5478.8687,5343.84,5599.399,-5099.296
392,5539.8154,-5819.247,5671.786,5947.1177,-5410.15
393,5329.8994,-5590.509,5449.752,5711.9023,-5198.3496
394,5435.147,-5703.0283,5560.786,5828.1787,-5304.7124
395,5509.383,-5773.341,5633.085,5900.46,-5372.544
396,5665.712,-5942.8096,5797.449,6072.8433,-5526.6797
397,5424.249,-5683.3647,5547.023,5807.8496,-5288.4434
398,5449.4043,-5700.74,5567.3965,5825.4756,-5312.666
399,5611.0044,-5887.962,5740.2837,6017.3506,-5474.2314
400,5438.1265,-5709.3613,5566.4434,5833.21,-5306.413
401,5457.5854,-5717.341,5577.154,5843.8535,-5324.0913
402,5602.9414,-5881.3096,5733.58,6009.898,-5468.743
403,5823.3315,-6100.464,5953.243,6234.0317,-5677.3477
404,5452.1343,-5709.712,5571.9077,5836.1387,-5316.4272
405,5643.4375,-5902.0225,5765.1543,6030.98,-5499.167
406,5688.593,-5975.943,5825.9043,6107.3574,-5551.9854
407,5397.5947,-5656.983,5518.3037,5781.0664,-5265.84
408,5503.516,-5767.22,5625.485,5893.005,-5367.484
409,5641.325,-5905.1265,5764.628,6035.9307,-5500.6797
410,6023.2656,-6315.135,6159.7095,6453.392,-5875.5264
411,5512.199,-5761.255,5627.4146,5888.0513,-5372.571
412,5733.419,-6018.413,5867.2246,6149.8887,-5595.949
413,5638.982,-5905.491,5763.538,6034.755,-5498.093
414,5598.1304,-5858.323,5718.032,5987.242,-5453.923
415,5276.777,-5517.563,5388.459,5639.0327,-5142.926
416,5370.8955,-5630.554,5493.746,5754.498,-5239.0166
417,6055.1353,-6348.5884,6192.365,6487.635,-5907.3896
418,5668.747,-5935.23,5793.471,6064.408,-5527.1973
419,5624.164,-5892.342,5750.748,6020.967,-5484.8037
420,5757.172,-6035.497,5890.277,6167.5254,-5616.622
421,5149.296,-5401.5317,5268.489,5519.853,-5022.6284
422,5972.384,-6259.606,6106.4062,6396.7866,-5824.4746
423,5455.982,-5722.518,5580.839,5849.1064,-5323.872
424,5393.294,-5648.09,5512.084,5773.0225,-5260.0513
425,5534.075,-5800.6523,5659.3813,5927.5146,-5395.752
426,5575.9307,-5847.505,5703.8105,5975.117,-5440.1436
427,5154.208,-5394.3794,5264.5254,5513.202,-5025.4453
428,5478.613,-5736.6,5599.8877,5863.0576,-5342.169
429,5475.416,-5744.368,5601.803,5871.3975,-5343.7812
430,5884.6416,-6162.1235,6013.3994,6297.4595,-5737.431
431,5748.9814,-6022.371,5877.1562,6153.609,-5604.708
432,5039.374,-5293.9736,5159.7065,5409.6055,-4918.456
433,5462.166,-5717.1357,5582.075,5842.052,-5323.3286
434,5711.9854,-5989.0127,5842.7515,6119.8896,-5574.252
435,5022.658,-5261.121,5135.2495,5377.3164,-4898.3926
436,5820.666,-6104.2227,5953.1553,6238.074,-5677.626
437,5593.492,-5863.63,5718.7275,5993.3794,-5457.003
438,5394.2295,-5667.4697,5524.835,5791.856,-5269.614
439,5671.4873,-5929.9795,5791.758,6061.01,-5527.121
440,5367.975,-5615.5063,5482.24,5739.467,-5235.0737
441,5221.545,-5473.059,5340.256,5594.107,-5092.7334
442,6038.961,-6326.9966,6173.4355,6465.34,-5889.483
443,5245.0293,-5492.1836,5361.872,5611.8223,-5110.6855
